TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         1252  3.27902E+00  3.21331E+00 -6.09041E-01 -1.93930E-01  7.24255E-01  1.15793E+00  3.39528E-01  1.88292E-01  6.85996E-01  2.30115E+00  1.05605E-01  1.00000E+00  1.23394E-02  5.50772E-04  6.84822E-03  2.32212E-03  2.38537E-04  7.94847E-03 -8.06527E-04  5.90743E-04 -3.21108E-04  6.82184E-03   -19203.8683871325
         1253  3.29099E+00  3.28568E+00 -6.08463E-01 -2.17813E-01  6.70324E-01  1.10341E+00  3.53112E-01  2.02754E-01  6.89897E-01  2.31292E+00  1.06208E-01  1.00000E+00  1.08130E-02  2.13524E-04  7.07786E-03  1.29619E-03 -5.80310E-04  8.43121E-03 -1.01882E-04  7.77964E-04 -7.15496E-04  6.70623E-03   -19061.4506078956
         1254  3.24730E+00  3.24762E+00 -5.96169E-01 -2.12300E-01  7.12259E-01  1.13263E+00  3.40096E-01  1.96090E-01  6.89290E-01  2.30353E+00  1.06100E-01  1.00000E+00  1.11002E-02 -2.15617E-04  8.46394E-03  1.92776E-03 -1.75849E-03  9.83280E-03 -3.36329E-04  1.22881E-03 -7.56998E-04  7.43677E-03   -19133.2754176643
         1255  3.27659E+00  3.25902E+00 -6.04092E-01 -2.08937E-01  7.21399E-01  1.11796E+00  3.37060E-01  1.97991E-01  6.89692E-01  2.29836E+00  1.06100E-01  1.00000E+00  9.56938E-03  6.61410E-04  7.58249E-03  1.58349E-03 -9.40610E-04  8.55391E-03 -2.50671E-04  3.15428E-04 -6.30135E-04  7.36447E-03   -19162.5499688090
         1256  3.28239E+00  3.27817E+00 -6.11075E-01 -2.15619E-01  6.92063E-01  1.11698E+00  3.46594E-01  1.97770E-01  7.00044E-01  2.30093E+00  1.06100E-01  1.00000E+00  1.00627E-02  2.13138E-04  6.68404E-03  1.16082E-03 -9.32818E-05  7.66448E-03 -9.55876E-05  3.04647E-04 -9.62003E-04  7.31811E-03   -19296.3883035230
         1257  3.24879E+00  3.21691E+00 -6.01233E-01 -2.01554E-01  7.54860E-01  1.15096E+00  3.27396E-01  1.91039E-01  6.94432E-01  2.30856E+00  1.06100E-01  1.00000E+00  1.00513E-02  3.65903E-04  6.24342E-03  1.38164E-03  1.86778E-04  7.61705E-03  3.63625E-04 -4.13570E-05 -7.11936E-04  6.81970E-03   -19285.5185728802
         1258  3.32759E+00  3.29516E+00 -6.20992E-01 -2.18187E-01  7.12880E-01  1.10352E+00  3.38996E-01  2.04955E-01  6.98001E-01  2.30619E+00  1.06100E-01  1.00000E+00  1.08741E-02  1.19752E-03  6.22406E-03  2.23287E-03  4.65248E-04  7.31567E-03  2.60416E-04  8.53585E-04 -4.03495E-04  8.07450E-03   -19233.7431049235
         1259  3.27086E+00  3.19735E+00 -6.01417E-01 -1.91914E-01  7.28412E-01  1.12517E+00  3.38668E-01  2.00394E-01  7.02762E-01  2.29873E+00  1.06100E-01  1.00000E+00  1.06488E-02  6.98106E-04  5.44177E-03  3.18219E-03  7.50856E-04  8.57314E-03  1.69977E-04  7.49467E-04  4.40164E-05  7.22910E-03   -19177.5965570977
         1260  3.34699E+00  3.25870E+00 -6.24569E-01 -2.06524E-01  7.31047E-01  1.11872E+00  3.38467E-01  1.99902E-01  6.91003E-01  2.30369E+00  1.06100E-01  1.00000E+00  1.18425E-02  1.07889E-03  5.29331E-03  3.65802E-03  9.28339E-04  8.77689E-03 -2.06759E-04  1.05308E-03  3.70203E-04  7.53618E-03   -19155.3409298145
         1261  3.32840E+00  3.23317E+00 -6.16689E-01 -2.02855E-01  7.30164E-01  1.14921E+00  3.37727E-01  1.87723E-01  6.92189E-01  2.30331E+00  1.06100E-01  1.00000E+00  1.40768E-02  1.71502E-03  5.24209E-03  3.59842E-03  4.53491E-04  9.47768E-03 -1.98479E-04  6.07233E-04  7.40500E-04  7.58219E-03   -19154.8118264431
         1262  3.28020E+00  3.21331E+00 -6.04831E-01 -1.97776E-01  6.98471E-01  1.16527E+00  3.47856E-01  1.84492E-01  7.00835E-01  2.29762E+00  1.06100E-01  1.00000E+00  1.25611E-02  1.51697E-03  5.01314E-03  1.84543E-03 -2.60918E-04  9.21201E-03 -3.91432E-04 -1.13512E-04  9.69997E-04  8.00140E-03   -19172.2064428791
         1263  3.34379E+00  3.24594E+00 -6.25732E-01 -2.05277E-01  7.02292E-01  1.14561E+00  3.47525E-01  1.91485E-01  7.02137E-01  2.30263E+00  1.05075E-01  1.00000E+00  1.23066E-02  9.81151E-04  5.32904E-03  1.54448E-03  3.50247E-04  7.82358E-03  2.01201E-04  6.87466E-04  7.71498E-04  8.04486E-03   -19189.4168214489
         1264  3.25557E+00  3.29161E+00 -6.01434E-01 -2.17984E-01  7.31295E-01  1.14525E+00  3.35916E-01  1.89459E-01  6.90344E-01  2.30077E+00  1.02538E-01  1.00000E+00  1.05690E-02 -1.48815E-04  5.26575E-03  1.37516E-03 -1.17775E-04  7.25554E-03 -5.28870E-04  7.64356E-04  9.98776E-04  9.34611E-03   -19308.0172353553
         1265  3.34085E+00  3.24910E+00 -6.27360E-01 -2.06828E-01  7.65839E-01  1.14269E+00  3.26692E-01  1.88902E-01  6.92789E-01  2.29674E+00  1.02538E-01  1.00000E+00  1.10606E-02  8.82912E-04  6.08811E-03  7.82895E-04 -1.00034E-03  6.93939E-03 -8.28183E-04  8.42749E-04 -8.28853E-05  8.18637E-03   -19386.7526669835
         1266  3.24156E+00  3.28474E+00 -5.99366E-01 -2.18125E-01  7.52501E-01  1.15600E+00  3.29086E-01  1.85607E-01  6.91041E-01  2.29806E+00  1.02538E-01  1.00000E+00  9.82888E-03  1.48652E-04  6.71449E-03  5.20564E-04 -7.97760E-04  6.12382E-03 -9.06899E-04  8.56988E-04 -5.12431E-04  7.17293E-03   -19356.0203949442
         1267  3.27184E+00  3.24742E+00 -6.05083E-01 -2.09780E-01  7.65321E-01  1.14470E+00  3.21744E-01  1.92116E-01  6.94859E-01  2.29227E+00  1.02538E-01  1.00000E+00  1.06321E-02  2.27422E-04  7.15313E-03 -3.73618E-04 -2.01498E-04  6.20118E-03 -1.30376E-03  6.01870E-04 -8.86674E-04  7.51687E-03   -19324.3740035507
         1268  3.30650E+00  3.22817E+00 -6.15980E-01 -2.00349E-01  7.69969E-01  1.15922E+00  3.23130E-01  1.87529E-01  6.90050E-01  2.31167E+00  1.02538E-01  1.00000E+00  8.15402E-03  2.95844E-04  7.53543E-03 -6.22805E-04 -3.46274E-04  6.78853E-03 -1.59806E-03  5.30885E-05 -7.68810E-04  7.61071E-03   -19292.1902023959
         1269  3.30331E+00  3.28000E+00 -6.13230E-01 -2.11245E-01  7.61404E-01  1.15999E+00  3.26305E-01  1.86092E-01  6.89372E-01  2.30504E+00  1.02538E-01  1.00000E+00  9.01260E-03 -6.85668E-04  7.47242E-03 -1.20736E-03 -1.02245E-03  7.70055E-03 -1.80032E-03 -8.29500E-04  5.63663E-04  7.73571E-03   -19378.4377404548
         1270  3.29159E+00  3.25838E+00 -6.08108E-01 -2.08173E-01  8.18350E-01  1.14157E+00  3.08536E-01  1.91058E-01  6.90326E-01  2.31299E+00  1.02538E-01  1.00000E+00  9.41435E-03 -2.70281E-04  6.80144E-03 -1.63886E-03 -1.20411E-03  6.98536E-03 -2.73911E-03 -7.08584E-04  1.28307E-03  9.71228E-03   -19323.9850046657
         1271  3.28580E+00  3.23322E+00 -6.08242E-01 -2.04227E-01  8.10206E-01  1.17136E+00  3.07731E-01  1.80950E-01  6.92510E-01  2.30446E+00  1.00012E-01  1.00000E+00  1.07421E-02  9.02834E-05  7.01958E-03 -1.36083E-03 -1.67809E-03  8.48884E-03 -2.37984E-03 -4.13770E-04  7.69330E-04  9.33518E-03   -19275.8716310682
         1272  3.32044E+00  3.27700E+00 -6.15724E-01 -2.14983E-01  7.66652E-01  1.18208E+00  3.22149E-01  1.75247E-01  6.96513E-01  2.30241E+00  1.00012E-01  1.00000E+00  8.66839E-03  2.82451E-04  6.75081E-03 -6.33162E-04 -1.08251E-03  8.68990E-03 -1.20198E-03 -1.97202E-04  5.26861E-04  8.46691E-03   -19270.1169405046
         1273  3.29695E+00  3.29433E+00 -6.10995E-01 -2.19677E-01  7.53369E-01  1.18068E+00  3.29181E-01  1.73883E-01  6.92296E-01  2.30443E+00  1.02169E-01  1.00000E+00  9.70613E-03  3.07891E-04  6.77303E-03 -1.11689E-03 -1.13207E-03  8.63291E-03 -1.51140E-03  6.78329E-04  5.60576E-04  8.44126E-03   -19206.3990108436
         1274  3.32121E+00  3.24369E+00 -6.20440E-01 -2.08089E-01  6.85543E-01  1.14178E+00  3.54172E-01  1.87146E-01  6.96648E-01  2.30730E+00  1.02169E-01  1.00000E+00  9.78326E-03  3.60338E-04  5.51736E-03 -1.11382E-03 -3.26475E-04  8.18258E-03 -1.16892E-03  5.81358E-04  4.68869E-04  9.40981E-03   -19317.8170662480
         1275  3.35712E+00  3.25810E+00 -6.25647E-01 -2.09771E-01  7.22246E-01  1.10826E+00  3.39592E-01  1.98487E-01  6.97715E-01  2.30564E+00  1.02169E-01  1.00000E+00  9.14503E-03  1.93955E-04  5.91857E-03 -1.83739E-04  5.90399E-04  6.86673E-03 -1.04248E-03  1.24866E-03  7.50860E-04  9.63950E-03   -19280.5042168751
         1276  3.30047E+00  3.22978E+00 -6.12677E-01 -2.00756E-01  7.34638E-01  1.09545E+00  3.36849E-01  2.00848E-01  6.98339E-01  2.30857E+00  1.02169E-01  1.00000E+00  1.04797E-02  2.34386E-04  7.27406E-03  2.56676E-04  1.28588E-03  6.36510E-03 -7.78200E-04  1.88572E-03 -6.81418E-05  9.16670E-03   -19380.5132878847
         1277  3.33697E+00  3.23500E+00 -6.23874E-01 -2.05663E-01  7.78256E-01  1.09524E+00  3.26700E-01  2.05213E-01  7.04380E-01  2.31432E+00  1.02169E-01  1.00000E+00  1.10488E-02  3.07122E-05  7.82436E-03  1.03442E-03  6.97742E-04  5.42076E-03 -1.51156E-03  2.56382E-03 -4.13494E-04  8.93248E-03   -19348.7218262047
         1278  3.32951E+00  3.22713E+00 -6.24877E-01 -1.98188E-01  7.61509E-01  1.08614E+00  3.30789E-01  2.06176E-01  7.09759E-01  2.31860E+00  1.02723E-01  1.00000E+00  1.11055E-02  5.21820E-04  9.08481E-03  7.11419E-04  6.60967E-04  5.89979E-03 -1.47586E-03  2.21577E-03 -7.23328E-04  9.25614E-03   -19215.5504207877
         1279  3.31233E+00  3.26041E+00 -6.16413E-01 -2.10121E-01  7.16590E-01  1.10823E+00  3.41015E-01  1.97551E-01  7.05966E-01  2.30635E+00  1.02723E-01  1.00000E+00  1.13070E-02  1.99751E-04  9.14923E-03 -3.70125E-05  1.36771E-03  6.12446E-03 -7.97550E-04  1.24554E-03 -9.83383E-04  9.15130E-03   -19205.3750427248
         1280  3.28706E+00  3.23378E+00 -6.06254E-01 -2.04694E-01  7.55368E-01  1.11694E+00  3.29395E-01  1.97435E-01  7.00746E-01  2.29608E+00  1.02723E-01  1.00000E+00  1.08106E-02  7.65542E-04  9.04289E-03  5.44863E-04  8.03724E-04  6.16303E-03 -3.85936E-04  1.53973E-03 -1.63437E-04  7.64818E-03   -19170.8965125741
         1281  3.28955E+00  3.25772E+00 -6.10183E-01 -2.09694E-01  7.64310E-01  1.15090E+00  3.27318E-01  1.90722E-01  6.90181E-01  2.29592E+00  1.02723E-01  1.00000E+00  1.09166E-02  6.07155E-04  9.19135E-03  8.85498E-04  1.53571E-03  7.06683E-03 -8.95706E-05  1.00119E-03 -4.65368E-04  8.07242E-03   -19346.3464247101
         1282  3.37041E+00  3.23050E+00 -6.30566E-01 -2.02665E-01  7.97584E-01  1.12499E+00  3.21718E-01  1.94339E-01  6.88974E-01  2.28191E+00  1.02723E-01  1.00000E+00  1.10809E-02  2.47202E-04  9.01808E-03  1.83192E-03  1.49285E-03  6.63571E-03 -9.67921E-04  5.36745E-04 -1.85318E-03  8.46586E-03   -19312.7452452166
         1283  3.28811E+00  3.27618E+00 -6.06776E-01 -2.17280E-01  7.74943E-01  1.06679E+00  3.24682E-01  2.12261E-01  6.88133E-01  2.29166E+00  1.02723E-01  1.00000E+00  9.78856E-03 -1.36455E-05  8.40397E-03  1.83937E-03  1.78909E-03  6.75052E-03 -1.11630E-03  1.97760E-04 -1.56134E-03  8.53406E-03   -19326.1132610494
         1284  3.32093E+00  3.24348E+00 -6.18910E-01 -2.04241E-01  7.13187E-01  1.07463E+00  3.42883E-01  2.13165E-01  6.89496E-01  2.28995E+00  1.00903E-01  1.00000E+00  1.15338E-02  1.02828E-04  9.05488E-03  1.62975E-03  8.79627E-04  8.03875E-03  8.19362E-05  1.67765E-03 -1.29852E-03  7.39951E-03   -19265.6941599358
         1285  3.29799E+00  3.24670E+00 -6.14897E-01 -2.04865E-01  7.02656E-01  1.06105E+00  3.41177E-01  2.17534E-01  6.95895E-01  2.29401E+00  1.01522E-01  1.00000E+00  1.11018E-02  3.83715E-04  8.85900E-03  7.86206E-04  8.91996E-04  7.01662E-03 -4.70777E-04  1.78015E-03 -3.34085E-04  7.10957E-03   -19263.8674763233
         1286  3.30159E+00  3.25108E+00 -6.10885E-01 -2.09412E-01  7.59300E-01  1.03390E+00  3.30099E-01  2.24967E-01  6.95144E-01  2.30318E+00  1.01522E-01  1.00000E+00  1.29045E-02 -5.54685E-04  1.00953E-02  1.33926E-03  9.01560E-05  7.68327E-03 -8.41491E-05  1.57870E-03 -7.80083E-04  7.43085E-03   -19277.1691106875
         1287  3.31255E+00  3.23688E+00 -6.19552E-01 -2.04111E-01  6.76080E-01  1.06499E+00  3.51579E-01  2.13097E-01  6.94737E-01  2.29729E+00  1.01148E-01  1.00000E+00  1.15874E-02  1.77286E-05  9.06026E-03  2.06077E-03  2.60302E-04  7.43808E-03 -4.83724E-04  3.76086E-04 -1.05017E-03  7.50535E-03   -19166.8800668301
         1288  3.31979E+00  3.20947E+00 -6.16347E-01 -1.92382E-01  7.45575E-01  1.10172E+00  3.31125E-01  2.01298E-01  6.95105E-01  2.29341E+00  1.01148E-01  1.00000E+00  1.05124E-02 -5.64129E-04  9.82471E-03  1.44609E-03  7.31078E-04  6.95963E-03 -4.35631E-04  9.69531E-05 -4.46043E-05  7.30028E-03   -19221.0396043578
         1289  3.34427E+00  3.24493E+00 -6.25621E-01 -2.06338E-01  7.48405E-01  1.07652E+00  3.29884E-01  2.07235E-01  6.87257E-01  2.30083E+00  1.04001E-01  1.00000E+00  1.03789E-02 -5.42965E-04  1.00469E-02  1.64344E-03 -4.07387E-04  7.70369E-03 -8.23195E-05 -2.21172E-05 -8.76472E-04  6.31781E-03   -19208.4363135082
         1290  3.24860E+00  3.22287E+00 -5.99187E-01 -1.97380E-01  7.56543E-01  1.08148E+00  3.26035E-01  2.06293E-01  6.87020E-01  2.28843E+00  1.04001E-01  1.00000E+00  1.17392E-02  2.46684E-04  8.84679E-03  2.03693E-03  1.08841E-04  8.39114E-03 -8.72877E-04 -9.18055E-05 -7.97003E-04  7.20711E-03   -19147.5294592035
         1291  3.33544E+00  3.29844E+00 -6.22663E-01 -2.22578E-01  7.59162E-01  1.09073E+00  3.27209E-01  2.02761E-01  6.87960E-01  2.28736E+00  1.04001E-01  1.00000E+00  1.03288E-02  5.40935E-05  9.00496E-03  2.12932E-03  6.17667E-04  7.30193E-03 -6.30687E-05  7.39718E-04 -8.10740E-04  8.52815E-03   -19042.9725092948
         1292  3.29627E+00  3.29135E+00 -6.15240E-01 -2.17927E-01  7.50933E-01  1.06658E+00  3.29621E-01  2.09912E-01  6.88547E-01  2.29000E+00  1.04001E-01  1.00000E+00  1.32605E-02 -8.03885E-04  8.25320E-03  3.70171E-03 -6.47829E-04  8.64563E-03  1.51496E-03  5.92647E-04  9.56287E-04  9.09858E-03   -19218.6611539298
         1293  3.31387E+00  3.23057E+00 -6.14267E-01 -2.01018E-01  7.58587E-01  1.08833E+00  3.26736E-01  2.05857E-01  6.89587E-01  2.28836E+00  1.04001E-01  1.00000E+00  1.05818E-02 -6.26480E-04  8.18314E-03  2.18821E-03 -3.89127E-04  8.43355E-03  3.74353E-04  8.92369E-04  5.51677E-04  9.16555E-03   -19127.2061333346
         1294  3.28617E+00  3.24520E+00 -6.09825E-01 -2.08133E-01  7.65090E-01  1.08241E+00  3.32331E-01  2.09024E-01  6.85651E-01  2.29152E+00  1.04001E-01  1.00000E+00  9.52350E-03 -1.89749E-04  7.62229E-03  9.68605E-04 -8.48941E-04  8.10869E-03  3.63647E-04  1.00415E-04  9.02258E-04  8.41919E-03   -19111.2748537309
         1295  3.32668E+00  3.21105E+00 -6.22864E-01 -1.95283E-01  7.72707E-01  1.12286E+00  3.29398E-01  1.98281E-01  6.73865E-01  2.29806E+00  1.04292E-01  1.00000E+00  1.15351E-02 -4.49225E-06  7.84699E-03  2.29456E-03  2.48201E-06  8.92482E-03 -3.36887E-04 -1.52505E-04  1.55118E-03  9.90593E-03   -19108.1610471146
         1296  3.31089E+00  3.26840E+00 -6.16296E-01 -2.15027E-01  7.68000E-01  1.08650E+00  3.27829E-01  2.05850E-01  6.74608E-01  2.29106E+00  1.04292E-01  1.00000E+00  1.03355E-02 -3.45060E-04  7.98055E-03  1.67687E-03 -3.49040E-04  9.43032E-03 -1.44240E-03  5.33521E-04  1.79407E-03  9.04724E-03   -19176.0929422886
         1297  3.35701E+00  3.28540E+00 -6.29624E-01 -2.19083E-01  7.11281E-01  1.12112E+00  3.42039E-01  1.95446E-01  6.79708E-01  2.29320E+00  1.04292E-01  1.00000E+00  9.27268E-03 -2.61528E-04  8.40653E-03  1.58186E-03 -6.66072E-05  8.63168E-03 -1.65511E-03  1.07003E-03  1.03304E-03  1.05868E-02   -19139.4735819082
         1298  3.30782E+00  3.28402E+00 -6.15439E-01 -2.21285E-01  7.27480E-01  1.12970E+00  3.38710E-01  1.90709E-01  6.84857E-01  2.29432E+00  1.04292E-01  1.00000E+00  9.97198E-03  7.29386E-04  8.27600E-03  2.51304E-04 -2.89599E-04  7.91615E-03 -1.19308E-03  1.41703E-03  1.04017E-03  9.96282E-03   -19015.5216646640
         1299  3.30874E+00  3.21990E+00 -6.13832E-01 -1.99374E-01  7.50820E-01  1.11770E+00  3.31837E-01  1.90387E-01  6.90468E-01  2.28744E+00  1.01453E-01  1.00000E+00  1.28500E-02  2.01624E-04  7.90566E-03  7.60699E-04 -1.40739E-04  7.52385E-03 -9.22046E-04  4.20708E-04  1.14913E-03  9.49057E-03   -19209.7624151293
         1300  3.35963E+00  3.28713E+00 -6.29795E-01 -2.18646E-01  7.81306E-01  1.09817E+00  3.23492E-01  1.97372E-01  6.89887E-01  2.28065E+00  9.87011E-02  1.00000E+00  1.10279E-02  3.54118E-04  7.44090E-03  7.31185E-04  1.63001E-04  6.63813E-03 -6.51537E-04  2.53603E-04  4.66859E-04  8.47876E-03   -19321.3257225389
         1301  3.35478E+00  3.22221E+00 -6.25251E-01 -2.00357E-01  7.41467E-01  1.10596E+00  3.35653E-01  1.93610E-01  6.96378E-01  2.28135E+00  9.87011E-02  1.00000E+00  1.06741E-02  8.82232E-05  7.57841E-03  5.97800E-04  8.04849E-06  6.64443E-03 -1.14905E-03  2.81610E-04  6.30493E-05  8.47319E-03   -19324.5423086613
         1302  3.33808E+00  3.19405E+00 -6.24688E-01 -1.91730E-01  7.68244E-01  1.11131E+00  3.26391E-01  1.94520E-01  6.86703E-01  2.28896E+00  9.87011E-02  1.00000E+00  1.03799E-02  4.98362E-04  7.82596E-03  1.16220E-03 -1.22954E-04  6.39452E-03 -1.18940E-03  9.81970E-04  1.65057E-04  1.02059E-02   -19317.3574470237
         1303  3.25461E+00  3.23271E+00 -6.03393E-01 -2.05175E-01  7.32139E-01  1.12407E+00  3.35130E-01  1.91525E-01  6.80452E-01  2.29361E+00  9.87011E-02  1.00000E+00  9.78433E-03  1.40470E-03  7.91530E-03  8.32134E-04  1.80372E-04  6.14493E-03 -6.91883E-04  1.08767E-03  5.03362E-04  1.00666E-02   -19284.1780900602
         1304  3.28294E+00  3.25536E+00 -6.09672E-01 -2.10273E-01  7.05843E-01  1.12678E+00  3.43717E-01  1.95254E-01  6.82167E-01  2.29155E+00  9.87011E-02  1.00000E+00  1.05657E-02 -3.07628E-05  8.10013E-03  2.52440E-04  5.07139E-04  6.01416E-03 -1.47319E-03  3.98753E-04 -5.26457E-05  9.81454E-03   -19264.0723201887
         1305  3.29799E+00  3.23747E+00 -6.09919E-01 -2.03607E-01  6.67707E-01  1.14724E+00  3.54468E-01  1.88054E-01  6.79505E-01  2.28405E+00  9.87011E-02  1.00000E+00  1.00087E-02 -4.19314E-04  7.00796E-03  1.13480E-03  3.27728E-04  7.62549E-03 -6.79047E-04  1.03443E-03  1.11202E-03  9.69327E-03   -19306.6600200467
         1306  3.27688E+00  3.27578E+00 -6.04643E-01 -2.15723E-01  6.65390E-01  1.14344E+00  3.54662E-01  1.91421E-01  6.76255E-01  2.28147E+00  9.87011E-02  1.00000E+00  1.07253E-02 -2.76114E-04  7.08085E-03  1.57915E-03  6.18591E-05  8.40625E-03 -9.17502E-04  7.45167E-04  1.51100E-03  9.45339E-03   -19283.8660308894
         1307  3.31622E+00  3.26512E+00 -6.14177E-01 -2.13908E-01  7.14039E-01  1.17813E+00  3.45310E-01  1.81284E-01  6.72354E-01  2.28638E+00  9.87011E-02  1.00000E+00  9.80406E-03  5.60405E-04  6.79610E-03  2.20072E-03  1.40364E-03  1.06164E-02 -3.03342E-04  1.28739E-03  3.31142E-03  1.09318E-02   -19203.1742246496
         1308  3.26769E+00  3.26276E+00 -6.02300E-01 -2.13426E-01  7.11368E-01  1.13895E+00  3.49333E-01  1.96046E-01  6.72074E-01  2.28703E+00  9.87011E-02  1.00000E+00  1.14684E-02  8.67652E-04  7.61439E-03  5.66001E-04  6.71491E-04  9.19201E-03 -1.46553E-03  1.17620E-03  2.69174E-03  1.14924E-02   -19208.6770980735
         1309  3.25757E+00  3.27125E+00 -5.95952E-01 -2.13394E-01  7.15800E-01  1.18047E+00  3.45774E-01  1.84201E-01  6.78074E-01  2.29562E+00  9.87011E-02  1.00000E+00  1.11479E-02 -2.68528E-05  6.41252E-03  1.08855E-03  4.43973E-04  8.10250E-03 -1.17537E-03  6.82357E-04  1.84243E-03  1.00103E-02   -19214.9206570631
         1310  3.26473E+00  3.24343E+00 -6.03762E-01 -2.05199E-01  6.97824E-01  1.12604E+00  3.50159E-01  1.98246E-01  6.88452E-01  2.29022E+00  9.85798E-02  1.00000E+00  1.06110E-02 -9.31251E-04  7.69405E-03 -6.94667E-05 -4.84031E-04  9.50954E-03 -6.68963E-04 -2.24657E-05  1.60094E-03  9.65466E-03   -19214.4776844031
         1311  3.30086E+00  3.23114E+00 -6.17484E-01 -2.04340E-01  7.24240E-01  1.11634E+00  3.38883E-01  1.99032E-01  6.95585E-01  2.29625E+00  9.85798E-02  1.00000E+00  1.02384E-02 -1.09813E-04  7.41879E-03  5.47200E-05 -2.36290E-04  8.60521E-03 -1.69359E-03 -9.54351E-05  1.65452E-03  9.94520E-03   -19221.8565947619
         1312  3.28581E+00  3.25210E+00 -6.09446E-01 -2.09911E-01  7.09172E-01  1.11601E+00  3.41416E-01  1.97056E-01  6.99116E-01  2.29840E+00  9.96774E-02  1.00000E+00  1.01287E-02  9.21187E-04  8.42491E-03  7.90621E-04  4.74568E-04  9.17474E-03 -1.40181E-03 -6.49033E-06  1.86117E-03  9.36746E-03   -19226.3364952437
         1313  3.25777E+00  3.22202E+00 -6.02608E-01 -1.97897E-01  7.43270E-01  1.13382E+00  3.33711E-01  1.94601E-01  6.88615E-01  2.29848E+00  9.96774E-02  1.00000E+00  1.18379E-02  1.66050E-04  8.58231E-03  1.22976E-04 -9.76447E-05  8.82572E-03 -1.88596E-03  4.04944E-04  1.22529E-03  7.65118E-03   -19256.8710645279
         1314  3.29203E+00  3.20675E+00 -6.09873E-01 -1.91295E-01  6.78098E-01  1.09843E+00  3.50179E-01  2.06355E-01  6.96190E-01  2.29950E+00  9.96774E-02  1.00000E+00  1.12782E-02 -3.79063E-04  8.81999E-03  3.75320E-04  1.05722E-04  8.34316E-03 -2.62452E-05  3.04285E-04  1.11550E-04  7.72638E-03   -19255.0807814523
         1315  3.31231E+00  3.23693E+00 -6.15666E-01 -1.99872E-01  7.39322E-01  1.11218E+00  3.34469E-01  2.01557E-01  6.90347E-01  2.30018E+00  9.96774E-02  1.00000E+00  1.03081E-02 -4.93444E-04  8.88841E-03  3.49222E-04  9.50768E-05  8.03424E-03 -8.39313E-04 -4.38932E-05 -1.52829E-04  8.17039E-03   -19214.6951452881
         1316  3.29924E+00  3.24255E+00 -6.07301E-01 -2.04749E-01  7.48490E-01  1.12625E+00  3.29860E-01  1.98843E-01  6.93519E-01  2.29532E+00  9.96774E-02  1.00000E+00  1.06338E-02 -5.66918E-04  8.63481E-03  5.49426E-04 -3.74206E-04  7.58680E-03 -7.77773E-04 -3.58518E-04 -5.57273E-04  7.53748E-03   -19127.2702905067
         1317  3.28896E+00  3.18485E+00 -6.04273E-01 -1.84084E-01  7.57942E-01  1.10867E+00  3.29969E-01  2.06420E-01  7.00504E-01  2.29518E+00  1.03759E-01  1.00000E+00  1.08943E-02 -1.28674E-03  9.19269E-03 -9.50727E-04 -6.74452E-04  7.71004E-03 -1.00865E-04 -2.76346E-04 -2.06290E-04  8.14004E-03   -19110.2844424267
         1318  3.31847E+00  3.25181E+00 -6.15665E-01 -2.02789E-01  7.88708E-01  1.13313E+00  3.20583E-01  1.97404E-01  7.06682E-01  2.29339E+00  1.03759E-01  1.00000E+00  9.47421E-03 -4.18183E-04  7.62066E-03 -3.07902E-04  1.02002E-04  7.44002E-03 -7.59110E-04 -8.08669E-05  2.55969E-04  9.59341E-03   -19210.2922073304
         1319  3.32148E+00  3.26148E+00 -6.19716E-01 -2.09887E-01  7.29394E-01  1.10187E+00  3.37350E-01  2.01778E-01  6.96027E-01  2.31014E+00  1.03759E-01  1.00000E+00  9.99791E-03 -8.80139E-04  7.54586E-03 -1.29221E-04 -5.61144E-04  6.82450E-03 -2.05673E-03  9.66703E-05  2.85472E-04  1.02161E-02   -19256.2628980778
         1320  3.33866E+00  3.28682E+00 -6.22507E-01 -2.17970E-01  7.76265E-01  1.16706E+00  3.21150E-01  1.84645E-01  6.94492E-01  2.31091E+00  1.03759E-01  1.00000E+00  9.04502E-03 -8.67657E-04  6.88204E-03 -3.56886E-04 -1.37917E-03  7.00406E-03 -2.44602E-03  1.06216E-04 -6.16514E-04  1.03394E-02   -19256.7696517120
         1321  3.23807E+00  3.25807E+00 -5.96495E-01 -2.10340E-01  7.74344E-01  1.18214E+00  3.22868E-01  1.78967E-01  7.07482E-01  2.30080E+00 -1.00852E-01  1.00000E+00  9.81999E-03 -4.44150E-04  6.56883E-03 -8.43096E-04 -1.27658E-03  7.55325E-03 -2.86623E-03  1.21205E-04 -2.57854E-04  9.66911E-03   -19319.0768652895
