TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9917  1.70412E+00  1.57023E+00  6.49679E-01  2.33382E+00  6.71994E-02  1.53396E-01 -2.56177E-02  1.58972E-01  1.48002E-03 -3.06347E-02  1.34030E-01 -3.17486E-02 -1.86528E-02  8.87332E-03  1.73800E-01   -2312.64097081156
        -9916  1.69351E+00  1.56502E+00  7.08635E-01  2.31634E+00  6.59730E-02  1.22132E-01 -2.63124E-02  1.33076E-01  7.12912E-03 -3.30327E-02  1.07040E-01 -2.71434E-02 -1.88972E-04  8.32753E-03  1.49244E-01   -2330.44406590737
        -9915  1.65603E+00  1.59469E+00  7.77842E-01  2.43595E+00  6.23678E-02  1.23605E-01 -2.97780E-02  1.46997E-01 -2.23375E-02 -5.70277E-03  1.41736E-01 -2.03516E-02 -2.07524E-02  1.12413E-02  1.37532E-01   -2341.00034373120
        -9914  1.70589E+00  1.51310E+00  8.14246E-01  2.36705E+00  6.54376E-02  1.54077E-01 -5.10228E-02  1.57069E-01  8.18571E-03 -6.82543E-03  8.88919E-02 -1.55934E-02 -1.46726E-02 -2.89765E-02  1.96318E-01   -2369.22548175702
        -9913  1.65215E+00  1.58153E+00  8.55057E-01  2.44932E+00  5.83895E-02  1.55356E-01 -7.02064E-02  1.98258E-01  2.72092E-03 -1.11903E-02  7.70729E-02 -2.82086E-02  8.68161E-03 -2.55406E-03  1.45073E-01   -2319.39396226597
        -9912  1.72566E+00  1.53086E+00  8.46277E-01  2.43804E+00  6.15053E-02  1.80761E-01 -4.58990E-02  1.68873E-01 -5.73700E-03 -1.75119E-02  9.58368E-02 -1.97424E-02 -5.88239E-03  5.43707E-03  1.38569E-01   -2323.27524257682
        -9911  1.64873E+00  1.62047E+00  8.51534E-01  2.46932E+00  5.93519E-02  2.21473E-01  1.29118E-02  1.72729E-01  1.03332E-02 -5.75961E-03  9.81005E-02 -3.36327E-02  6.49612E-03 -1.01634E-02  1.42364E-01   -2385.12404717288
        -9910  1.69318E+00  1.64329E+00  8.63225E-01  2.46757E+00  5.45448E-02  1.65274E-01 -8.83853E-03  1.91330E-01  5.22159E-03 -2.76622E-03  8.58925E-02  8.08749E-03  3.68488E-03 -2.85434E-02  1.45041E-01   -2370.24692149437
        -9909  1.65287E+00  1.51350E+00  8.55046E-01  2.50373E+00  6.00023E-02  1.82048E-01  1.16990E-02  1.90015E-01  4.67333E-02 -1.92356E-02  1.47174E-01 -1.17190E-02  1.26352E-02 -4.26739E-02  1.40373E-01   -2349.22218777078
        -9908  1.70927E+00  1.62889E+00  8.55965E-01  2.45433E+00  5.96556E-02  2.39613E-01  1.77877E-02  1.64159E-01  2.60070E-02 -2.52351E-02  1.18716E-01  1.33565E-04  2.53403E-02 -4.30180E-02  1.51036E-01   -2341.09650852224
        -9907  1.66982E+00  1.56081E+00  7.98119E-01  2.33711E+00  6.48780E-02  2.40346E-01 -3.79715E-02  1.57200E-01  2.03395E-02 -3.60243E-02  1.00937E-01  2.49730E-02 -3.61799E-03 -2.10347E-02  1.18749E-01   -2311.74353180624
        -9906  1.59075E+00  1.51065E+00  7.45479E-01  2.40291E+00  7.26630E-02  1.49637E-01 -2.36189E-02  1.45989E-01  9.41720E-03 -1.56788E-02  7.81665E-02 -2.17141E-02  9.61761E-03 -9.50281E-03  1.29087E-01   -2327.34828312334
        -9905  1.69047E+00  1.52884E+00  7.06400E-01  2.31555E+00  6.26069E-02  1.59370E-01 -1.93394E-03  1.78881E-01  2.76775E-02 -3.66807E-02  9.20853E-02 -3.53073E-02 -8.07750E-03  2.30325E-03  1.31552E-01   -2315.51909629269
        -9904  1.56109E+00  1.60542E+00  6.56430E-01  2.32172E+00  7.21023E-02  1.22382E-01  2.10118E-02  1.43286E-01 -2.15377E-03 -2.14201E-02  8.01311E-02 -4.05009E-02 -5.08533E-02  8.96689E-03  2.15724E-01   -2230.39264581252
        -9903  1.64954E+00  1.58424E+00  7.00654E-01  2.28614E+00  6.76930E-02  1.72374E-01  2.36177E-02  1.31287E-01  4.78113E-03 -9.56970E-03  9.41210E-02 -9.80546E-03  2.05177E-03  2.48295E-02  1.77857E-01   -2291.68537975474
        -9902  1.67759E+00  1.61400E+00  7.05806E-01  2.25381E+00  6.27098E-02  1.97454E-01  1.94477E-02  1.40782E-01  1.78593E-02 -3.77406E-02  1.22597E-01 -1.32442E-02 -5.45323E-03  2.78587E-02  1.40742E-01   -2282.43534330018
        -9901  1.56341E+00  1.63345E+00  6.36412E-01  2.29821E+00  5.81710E-02  2.16656E-01  1.17901E-02  1.66869E-01  4.49460E-02 -6.28374E-02  1.47675E-01  3.17559E-02  8.56655E-03  6.17832E-02  1.98757E-01   -2220.46364920944
        -9900  1.57969E+00  1.55009E+00  6.78667E-01  2.28292E+00  5.50118E-02  2.24172E-01  2.86438E-02  1.57291E-01 -1.05315E-02 -1.45709E-02  1.21374E-01  1.29446E-02 -3.61082E-03  4.86249E-02  1.75056E-01   -2283.19544981755
        -9899  1.66867E+00  1.59001E+00  7.13385E-01  2.23288E+00  5.80328E-02  1.96573E-01  1.65209E-02  2.05783E-01  9.77161E-03 -1.86139E-02  1.19475E-01 -3.37847E-02 -8.14181E-03  3.43493E-02  1.51626E-01   -2305.00591087321
        -9898  1.57042E+00  1.54125E+00  7.43054E-01  2.41327E+00  6.61827E-02  1.70117E-01  2.49566E-02  1.52950E-01 -3.55183E-02 -7.49480E-02  1.73347E-01 -2.52838E-02 -3.34512E-02  3.28203E-02  1.63171E-01   -2296.09078788523
        -9897  1.60235E+00  1.58960E+00  7.64205E-01  2.27205E+00  5.53828E-02  1.53937E-01  9.77451E-03  1.74387E-01 -3.80636E-02 -7.90852E-02  2.17235E-01 -4.30954E-02 -2.29173E-02  6.31543E-02  1.98530E-01   -2351.74681678005
        -9896  1.58478E+00  1.58611E+00  7.19161E-01  2.34722E+00  5.54586E-02  1.74353E-01 -2.50132E-02  1.41032E-01 -8.81314E-04 -1.96625E-02  1.55661E-01 -3.60587E-02 -3.92783E-03  1.07868E-02  1.35362E-01   -2299.22132641086
        -9895  1.52378E+00  1.53478E+00  7.42183E-01  2.33802E+00  5.87555E-02  1.61408E-01  1.00686E-02  1.64729E-01 -1.21156E-02 -2.51020E-02  1.67370E-01 -3.82718E-02  7.47933E-03  2.57743E-02  1.61964E-01   -2259.44489861316
        -9894  1.59366E+00  1.57849E+00  7.09747E-01  2.29013E+00  5.72663E-02  1.47801E-01 -1.64901E-02  2.32269E-01 -1.14752E-02 -4.32244E-02  1.53537E-01 -4.74881E-03  4.00668E-03  2.49964E-02  1.76127E-01   -2280.67357552333
        -9893  1.66727E+00  1.60752E+00  7.41141E-01  2.31672E+00  5.68206E-02  1.38031E-01 -8.16096E-03  1.70548E-01 -1.32329E-02  3.16111E-03  1.60434E-01  1.28087E-03 -2.04572E-02 -3.38537E-03  1.73791E-01   -2304.01233515226
        -9892  1.62046E+00  1.49945E+00  8.24593E-01  2.39984E+00  6.00350E-02  1.52467E-01 -5.64536E-03  1.30692E-01  6.15407E-03 -1.11940E-02  1.89267E-01 -1.15422E-02 -3.44569E-04  1.78726E-02  1.29465E-01   -2319.81782148509
        -9891  1.61918E+00  1.51777E+00  7.52577E-01  2.28070E+00  5.81584E-02  1.81847E-01 -1.80179E-02  1.43279E-01 -1.39528E-02  2.20662E-03  1.54451E-01 -2.11518E-02 -1.81297E-02  2.06523E-02  1.29592E-01   -2330.58676202453
        -9890  1.64987E+00  1.58236E+00  6.35383E-01  2.22694E+00  6.79472E-02  2.20172E-01 -3.16483E-02  1.05769E-01 -7.81733E-03 -1.02540E-02  2.02207E-01 -7.80326E-02  1.87619E-03  1.26203E-02  1.14451E-01   -2315.28719454510
        -9889  1.62504E+00  1.50120E+00  7.38560E-01  2.28695E+00  6.84431E-02  1.88986E-01  6.46940E-03  1.89046E-01 -1.77948E-02  1.47041E-02  1.53577E-01 -7.30078E-02 -5.68836E-03  2.25682E-02  1.27511E-01   -2284.59450523734
        -9888  1.56173E+00  1.49158E+00  7.89202E-01  2.31756E+00  6.19788E-02  1.37937E-01 -1.28007E-02  1.63060E-01 -1.12893E-03 -4.05442E-02  2.45149E-01 -3.48296E-02  5.81616E-03 -4.60436E-03  1.04266E-01   -2254.81839313251
        -9887  1.71385E+00  1.44817E+00  7.56437E-01  2.28784E+00  6.12095E-02  1.52117E-01 -3.11917E-02  1.65856E-01  1.21428E-02  5.20140E-03  2.11676E-01 -2.24793E-02  4.20726E-03 -9.18998E-04  1.03665E-01   -2357.08493305180
        -9886  1.56749E+00  1.54945E+00  7.84272E-01  2.32461E+00  6.04888E-02  1.34505E-01 -5.94749E-02  1.64628E-01 -2.80369E-02 -9.03838E-03  1.84967E-01 -1.43809E-02  3.07738E-02  1.26033E-02  1.37621E-01   -2344.90983926435
        -9885  1.66957E+00  1.48760E+00  6.82096E-01  2.24650E+00  5.89769E-02  1.09669E-01 -4.48062E-02  1.66986E-01 -3.03470E-03 -3.59718E-02  1.81298E-01 -2.07346E-02  2.83635E-02  2.79789E-02  1.35707E-01   -2319.13769110259
        -9884  1.56738E+00  1.58698E+00  7.30833E-01  2.28507E+00  6.18766E-02  1.16182E-01 -3.23214E-02  1.68269E-01 -1.09031E-02 -2.18277E-02  1.65198E-01 -3.17656E-02  4.66215E-03  1.96176E-02  1.20639E-01   -2301.01211827256
        -9883  1.66560E+00  1.58071E+00  6.55855E-01  2.24306E+00  5.97587E-02  1.89936E-01 -3.89894E-02  1.70750E-01 -2.68968E-02 -1.54161E-02  1.81195E-01 -4.24093E-02  2.33382E-04  3.15524E-02  1.70362E-01   -2309.73867745760
        -9882  1.54972E+00  1.64337E+00  7.83701E-01  2.23285E+00  5.83152E-02  1.78222E-01  1.26430E-03  1.84024E-01 -3.09317E-02 -4.23688E-02  1.58829E-01 -5.85482E-02  2.12368E-02  2.35606E-02  1.30698E-01   -2273.01070190304
        -9881  1.63918E+00  1.53740E+00  7.43717E-01  2.30851E+00  6.14253E-02  1.61583E-01  4.87346E-03  1.72327E-01  3.21321E-03 -4.57932E-02  1.84368E-01 -2.87715E-02  1.82215E-02  2.08375E-02  1.34943E-01   -2303.18814936338
        -9880  1.57205E+00  1.67347E+00  6.64911E-01  2.33174E+00  6.39190E-02  1.89814E-01 -2.78097E-03  1.44252E-01  1.66315E-04 -2.09189E-02  1.47177E-01 -2.49033E-02  6.04284E-03 -6.97391E-03  1.26314E-01   -2314.14595024918
        -9879  1.60304E+00  1.59132E+00  6.71833E-01  2.30188E+00  6.06440E-02  1.49010E-01  9.79563E-03  1.22469E-01  1.04004E-02 -2.93860E-02  1.49458E-01 -2.09486E-02 -1.91916E-02  8.77317E-03  1.42228E-01   -2287.03328475552
        -9878  1.60942E+00  1.49897E+00  7.22625E-01  2.26435E+00  6.33491E-02  1.43610E-01 -6.64764E-03  1.80930E-01  2.61836E-02 -5.63936E-02  1.69881E-01 -9.95888E-03 -3.07073E-02  3.58236E-02  1.67613E-01   -2283.27674066932
        -9877  1.70547E+00  1.46488E+00  6.95019E-01  2.33823E+00  6.25078E-02  1.41190E-01 -1.36429E-02  1.34519E-01 -3.56532E-03 -3.92424E-02  2.19928E-01 -4.62759E-03 -2.17959E-02  7.39607E-02  1.88555E-01   -2300.24694981090
        -9876  1.56253E+00  1.54928E+00  6.82306E-01  2.30905E+00  5.85980E-02  1.54749E-01 -1.63195E-02  1.18825E-01  1.35400E-02 -3.93630E-02  1.57454E-01  1.01544E-02 -3.47886E-02  5.81981E-02  2.14490E-01   -2317.04192943522
        -9875  1.64981E+00  1.53963E+00  7.10829E-01  2.32152E+00  6.67726E-02  1.33836E-01 -5.18638E-02  1.96902E-01  7.14903E-03 -2.48579E-02  1.53924E-01 -4.83307E-03 -1.21565E-02  4.47441E-02  1.92635E-01   -2302.25993585266
        -9874  1.59865E+00  1.56842E+00  7.67605E-01  2.37419E+00  6.33406E-02  1.73953E-01 -1.78373E-02  1.68636E-01  1.23558E-02 -2.86344E-02  1.64095E-01  2.04247E-02  3.33893E-03  6.25929E-02  2.32199E-01   -2258.32330979427
        -9873  1.71047E+00  1.54947E+00  6.81569E-01  2.33447E+00  6.47239E-02  1.43598E-01 -2.09675E-02  1.31095E-01 -4.20194E-05 -1.14071E-02  1.20024E-01 -7.57119E-03  2.32858E-02  4.65980E-02  2.45103E-01   -2321.30259643607
        -9872  1.63703E+00  1.47694E+00  7.67443E-01  2.32144E+00  6.72471E-02  1.24246E-01  4.62940E-04  1.13470E-01  4.31018E-04 -6.96222E-03  1.28576E-01 -1.81878E-02  1.64598E-02  4.28147E-02  1.66958E-01   -2268.03119708897
        -9871  1.65853E+00  1.54437E+00  6.80497E-01  2.29645E+00  5.78069E-02  1.72067E-01 -1.78088E-02  1.55929E-01  1.26020E-02  4.07365E-02  1.53371E-01 -1.45805E-02  3.18918E-03  3.58062E-02  1.32079E-01   -2286.76239246899
        -9870  1.61970E+00  1.51824E+00  7.25470E-01  2.29298E+00  6.23566E-02  1.56638E-01 -2.04249E-02  2.04582E-01 -3.83993E-02  4.72492E-02  1.88911E-01 -3.57155E-02  1.36652E-02  1.64871E-02  1.56173E-01   -2267.90418833221
        -9869  1.52019E+00  1.57875E+00  7.00445E-01  2.37044E+00  5.99029E-02  1.90633E-01 -3.25080E-02  1.63295E-01 -3.34510E-04  5.35635E-03  1.52252E-01  2.01372E-02 -7.85819E-03  2.60713E-02  1.85325E-01   -2322.26793487668
        -9868  1.62357E+00  1.58512E+00  7.66916E-01  2.43404E+00  5.52786E-02  1.69166E-01 -2.61736E-02  1.58007E-01  3.80449E-02 -5.14495E-02  1.94530E-01 -3.69219E-02 -1.83195E-02  4.04672E-02  1.90805E-01   -2326.99143477528
        -9867  1.68114E+00  1.52453E+00  7.28607E-01  2.35956E+00  5.90455E-02  1.36485E-01 -1.10988E-02  1.49762E-01  1.39290E-02 -3.86020E-02  1.60238E-01  2.20929E-03 -6.82821E-03  6.15295E-02  1.51476E-01   -2331.34736203698
        -9866  1.63943E+00  1.53184E+00  7.50284E-01  2.31116E+00  5.15858E-02  1.95332E-01 -5.95479E-03  1.52221E-01  1.59193E-02 -5.22271E-02  1.83024E-01  2.04914E-02 -4.39697E-02  7.66948E-02  2.45038E-01   -2298.70018398203
        -9865  1.68992E+00  1.55832E+00  7.39295E-01  2.30355E+00  6.43945E-02  1.72354E-01  8.71241E-03  1.09004E-01  6.63420E-02 -1.76763E-02  2.18611E-01 -2.60057E-03  1.35311E-02  4.31144E-02  1.56934E-01   -2346.35158276081
        -9864  1.64842E+00  1.59829E+00  7.48771E-01  2.33547E+00  6.07150E-02  1.62166E-01 -1.16910E-02  1.07889E-01  4.35892E-02 -3.26265E-02  1.29141E-01  2.40309E-02  2.02201E-02  2.31998E-02  1.75587E-01   -2288.73854861759
        -9863  1.66471E+00  1.55168E+00  8.09584E-01  2.36628E+00  5.71798E-02  1.86108E-01 -7.89495E-03  2.04453E-01  4.73340E-02 -6.16874E-02  1.66241E-01 -4.40260E-03  4.77792E-02  2.88190E-02  1.71500E-01   -2291.39393516779
        -9862  1.65692E+00  1.60002E+00  8.45182E-01  2.44064E+00  6.06097E-02  2.27159E-01 -3.11262E-02  1.67121E-01  2.52850E-02 -1.79217E-02  1.84132E-01 -5.53384E-02  7.10307E-02  4.20270E-02  2.23317E-01   -2288.90162883480
        -9861  1.58260E+00  1.60420E+00  7.83673E-01  2.42415E+00  5.67838E-02  1.70716E-01 -1.40544E-02  1.57358E-01  2.22805E-02  3.11080E-02  1.84561E-01 -4.41284E-02  3.88688E-02  9.87402E-02  2.21374E-01   -2360.45452257648
        -9860  1.68109E+00  1.56245E+00  8.18250E-01  2.40132E+00  4.90728E-02  1.97965E-01 -5.80486E-02  2.00807E-01  3.04460E-02  3.28155E-02  1.82260E-01 -1.07582E-02  7.29153E-02  8.14848E-02  2.08160E-01   -2355.30497522960
        -9859  1.61839E+00  1.55018E+00  7.61305E-01  2.32810E+00  4.74950E-02  1.51676E-01 -4.78152E-02  1.59644E-01  1.06967E-02 -7.55289E-03  1.77263E-01 -4.43797E-02  3.56309E-02  6.80132E-02  2.19916E-01   -2355.91211048198
        -9858  1.59996E+00  1.59222E+00  6.76140E-01  2.42670E+00  4.80189E-02  1.50768E-01 -4.00389E-02  1.66228E-01  2.53495E-02 -3.57568E-02  1.90035E-01  2.71384E-03 -4.24974E-03  5.10114E-02  1.65687E-01   -2383.51167406134
        -9857  1.53242E+00  1.51641E+00  8.15863E-01  2.40940E+00  5.15630E-02  1.43827E-01 -2.03812E-02  1.18101E-01  9.70536E-03 -5.29251E-02  2.31536E-01  2.47458E-02 -2.77983E-02  1.51108E-02  2.52032E-01   -2316.12776500088
        -9856  1.60957E+00  1.53105E+00  7.82757E-01  2.38888E+00  6.00041E-02  1.49293E-01 -2.52922E-02  1.02933E-01  1.15414E-02  2.36017E-03  2.64631E-01  1.71635E-02  1.49972E-02  5.39142E-02  1.64099E-01   -2309.24889446680
        -9855  1.70896E+00  1.56287E+00  7.25098E-01  2.29607E+00  5.25601E-02  2.27462E-01  1.64269E-02  1.22528E-01  5.64402E-02  4.52984E-02  2.56072E-01  1.18857E-02  3.70704E-02  6.98343E-02  1.73323E-01   -2276.70711742169
        -9854  1.63635E+00  1.55882E+00  8.10261E-01  2.34062E+00  5.99386E-02  1.79188E-01  2.84588E-02  1.64733E-01  7.66215E-02  8.15650E-02  2.86945E-01  2.55224E-02  3.47158E-02  5.41288E-02  2.34951E-01   -2288.70167872205
        -9853  1.72248E+00  1.54490E+00  6.93083E-01  2.38613E+00  5.33964E-02  1.69197E-01  1.13617E-02  1.76694E-01  5.73854E-02  5.48371E-02  2.50816E-01 -2.36679E-03  6.43382E-02  4.84568E-02  3.06005E-01   -2267.74934689766
        -9852  1.59673E+00  1.51600E+00  6.52897E-01  2.40477E+00  5.02121E-02  1.76535E-01  5.80674E-03  1.46223E-01  3.00790E-02  5.38587E-02  1.90456E-01 -1.83605E-02  4.74496E-02  8.73721E-03  1.88272E-01   -2370.87169882409
        -9851  1.61064E+00  1.47632E+00  7.21973E-01  2.34995E+00  4.99221E-02  2.46914E-01 -1.51553E-02  1.52660E-01  5.61190E-02  3.79653E-02  2.16962E-01 -3.84408E-02  4.60476E-02  2.16740E-02  1.73527E-01   -2345.60879967904
        -9850  1.53290E+00  1.63180E+00  8.53337E-01  2.39331E+00  5.15721E-02  1.92279E-01  3.09308E-03  1.41266E-01  5.19947E-03  5.62481E-02  2.44809E-01 -2.76581E-02  4.53194E-02  8.45993E-02  2.64697E-01   -2255.98997924844
        -9849  1.66400E+00  1.54803E+00  8.10791E-01  2.34381E+00  5.54786E-02  1.93371E-01 -3.04881E-03  1.35793E-01  1.59979E-02 -9.97335E-03  2.10447E-01  3.51953E-03  5.79162E-03  7.07246E-02  2.07347E-01   -2259.86106638987
        -9848  1.68974E+00  1.43900E+00  8.69245E-01  2.43610E+00  6.72657E-02  1.67416E-01  8.76018E-03  1.13458E-01  3.27252E-02 -1.00038E-03  2.32629E-01 -3.99710E-03  1.39053E-02  3.18417E-02  1.13681E-01   -2294.88748827286
        -9847  1.64464E+00  1.49299E+00  8.03285E-01  2.38539E+00  6.56508E-02  1.65008E-01 -4.92079E-03  8.38221E-02  1.84518E-02  2.91573E-02  3.06498E-01  1.72716E-02  1.21880E-02  6.39950E-02  1.70227E-01   -2284.79876578619
        -9846  1.68176E+00  1.55308E+00  8.58672E-01  2.37555E+00  6.47365E-02  1.62487E-01 -2.23872E-02  9.92619E-02  1.53078E-02  2.56477E-02  3.02346E-01 -2.87507E-02  2.84840E-02  7.21224E-02  1.56465E-01   -2312.61916452258
        -9845  1.73208E+00  1.55528E+00  8.30174E-01  2.36405E+00  6.09253E-02  2.66364E-01 -5.44905E-02  1.07513E-01  7.56707E-02 -2.11697E-02  2.58919E-01 -2.48400E-02  1.48673E-02  2.28671E-02  1.31857E-01   -2286.49209181116
        -9844  1.59458E+00  1.56142E+00  8.38121E-01  2.37573E+00  6.11823E-02  2.14707E-01 -2.48899E-02  1.24675E-01  1.83960E-02  7.89039E-04  2.25824E-01  4.11220E-03  3.31238E-03  4.33943E-02  1.35747E-01   -2306.99638778700
        -9843  1.56697E+00  1.50879E+00  8.54998E-01  2.37394E+00  5.98852E-02  1.80729E-01 -8.12449E-03  1.23177E-01  3.37962E-02  1.16461E-03  2.99759E-01 -3.86906E-02  1.56694E-02  2.25046E-02  1.22516E-01   -2262.50712755778
        -9842  1.68690E+00  1.54899E+00  9.29813E-01  2.31656E+00  5.83879E-02  1.95766E-01 -1.01924E-02  1.54334E-01 -5.94847E-03  3.94642E-03  2.45633E-01 -3.81047E-02  1.70853E-02  4.00495E-02  1.22306E-01   -2301.44688312096
        -9841  1.63388E+00  1.44647E+00  9.22825E-01  2.39383E+00  5.38262E-02  1.65902E-01  9.98038E-03  1.09228E-01  7.06391E-03 -5.70564E-03  2.46661E-01 -3.05083E-02  1.77195E-02  1.59030E-02  1.31710E-01   -2350.68708075850
        -9840  1.61139E+00  1.53446E+00  8.52270E-01  2.38774E+00  5.24091E-02  1.81307E-01 -4.48222E-03  9.92640E-02  1.40182E-02  2.61075E-04  1.57773E-01 -4.14891E-02  2.01193E-02  7.70568E-03  1.00805E-01   -2385.66477500024
        -9839  1.70805E+00  1.62719E+00  8.01527E-01  2.38070E+00  5.29673E-02  1.67894E-01  1.94371E-02  1.11408E-01  4.12384E-02  2.36182E-03  1.56176E-01 -2.49941E-02  4.21357E-02  2.37948E-03  1.34500E-01   -2350.45050505964
        -9838  1.63004E+00  1.62379E+00  7.93564E-01  2.42249E+00  5.51569E-02  1.90652E-01  8.97523E-03  1.41730E-01  1.46151E-02 -6.00685E-03  2.03906E-01 -4.81641E-02  5.08488E-02  1.24365E-02  1.69926E-01   -2326.12903339723
        -9837  1.57267E+00  1.60189E+00  7.15820E-01  2.47524E+00  6.01895E-02  1.77755E-01  4.71101E-03  1.10266E-01 -2.71182E-03  6.03648E-03  2.06806E-01 -2.42737E-02  3.91385E-02  4.57053E-02  1.78838E-01   -2317.26394321910
        -9836  1.56428E+00  1.62029E+00  7.70538E-01  2.41422E+00  5.20167E-02  2.07330E-01  1.73691E-02  1.20803E-01 -1.77996E-02  2.57670E-02  2.04485E-01 -4.02928E-02  3.52227E-02  5.01461E-02  1.87717E-01   -2328.81767035983
        -9835  1.63723E+00  1.52553E+00  7.63476E-01  2.35411E+00  5.46110E-02  2.04346E-01 -1.59504E-02  1.53405E-01 -9.17985E-04  1.88072E-02  1.93443E-01 -8.65084E-02  5.56283E-02  6.65247E-02  2.44412E-01   -2328.40470867431
        -9834  1.59620E+00  1.51855E+00  7.30009E-01  2.31573E+00  5.28051E-02  1.07250E-01 -8.43879E-05  1.44896E-01  9.56262E-03  3.87933E-02  1.79676E-01 -2.19174E-02  5.61473E-02  2.28965E-02  1.74752E-01   -2316.88357950017
        -9833  1.62279E+00  1.51135E+00  7.14622E-01  2.35370E+00  5.88041E-02  1.63729E-01 -1.03367E-03  1.04537E-01 -9.60194E-03  2.01117E-03  2.45884E-01 -5.08040E-02  2.46389E-02  6.98571E-02  1.73096E-01   -2260.64133861013
        -9832  1.63185E+00  1.60646E+00  7.26119E-01  2.35696E+00  6.72121E-02  1.65556E-01  1.92922E-02  1.08508E-01 -1.55302E-02 -5.53721E-03  2.06197E-01  6.55265E-03  1.67218E-02  2.43146E-02  1.21173E-01   -2327.23361522931
        -9831  1.62323E+00  1.57564E+00  7.45578E-01  2.32642E+00  5.52562E-02  2.22990E-01  6.69128E-02  1.27546E-01 -2.62565E-02 -3.31740E-02  1.97069E-01  4.04575E-03 -5.95789E-03  3.38964E-02  1.50203E-01   -2287.21446488182
        -9830  1.61199E+00  1.48244E+00  8.22976E-01  2.42995E+00  6.51189E-02  1.75649E-01  2.85198E-02  1.54304E-01 -2.14565E-02 -2.81003E-02  1.61944E-01  4.84559E-03  4.07004E-02  5.88310E-02  1.90676E-01   -2252.65257475031
        -9829  1.54768E+00  1.53502E+00  8.27710E-01  2.40355E+00  6.62493E-02  2.36473E-01 -1.45792E-02  1.18846E-01 -6.15040E-02 -1.32849E-02  1.65695E-01 -6.24908E-03 -9.15466E-03  2.69619E-02  1.62124E-01   -2269.14601274979
        -9828  1.62644E+00  1.49210E+00  8.04201E-01  2.36775E+00  6.74025E-02  1.91882E-01 -1.91674E-02  1.29844E-01 -4.12817E-02  2.07343E-03  2.05538E-01 -4.77591E-02  1.72652E-02  6.81668E-02  1.99900E-01   -2220.13606700346
        -9827  1.65690E+00  1.48712E+00  8.49509E-01  2.33706E+00  6.43139E-02  1.61309E-01  1.46389E-02  1.90116E-01  3.33277E-04 -7.53104E-03  1.44504E-01 -4.23654E-02 -3.25442E-02  1.42014E-02  1.90500E-01   -2308.22149631121
        -9826  1.69869E+00  1.53417E+00  7.67092E-01  2.26181E+00  6.65598E-02  2.16837E-01  6.16907E-04  1.44427E-01 -3.85848E-02  5.46857E-03  1.52699E-01 -2.82211E-02  1.03828E-02  8.68648E-03  1.48040E-01   -2326.37400792603
        -9825  1.65612E+00  1.52715E+00  7.46588E-01  2.37357E+00  5.63896E-02  1.46918E-01  8.56087E-03  1.23648E-01 -2.33836E-02  5.53570E-03  1.75992E-01 -3.78218E-02  6.05379E-03 -6.98124E-03  1.91886E-01   -2349.39347536535
        -9824  1.64620E+00  1.52354E+00  7.99703E-01  2.39244E+00  6.13679E-02  1.46381E-01 -1.96343E-02  1.28344E-01 -3.56825E-02 -6.17973E-04  1.53424E-01 -4.02007E-02  8.35090E-03  2.11419E-02  1.37033E-01   -2319.86728014454
        -9823  1.64682E+00  1.52882E+00  8.80739E-01  2.33957E+00  6.27466E-02  1.69921E-01  8.32880E-03  1.18932E-01  2.22687E-02  1.27238E-02  1.63127E-01 -3.25926E-02  8.25567E-04 -1.26985E-02  1.64927E-01   -2350.86941669900
        -9822  1.64354E+00  1.49056E+00  7.74212E-01  2.36386E+00  6.10220E-02  1.77562E-01 -4.47745E-04  1.02876E-01 -3.74455E-03  1.62094E-02  1.85162E-01 -3.97168E-03  5.07134E-03  5.23978E-03  1.26657E-01   -2375.77987958112
        -9821  1.64187E+00  1.49509E+00  7.33856E-01  2.34122E+00  5.19250E-02  2.77250E-01 -5.08441E-02  1.19812E-01  4.09657E-02  5.32783E-03  2.00155E-01  1.41307E-02 -6.17883E-04 -8.53220E-04  1.32323E-01   -2390.78786609741
        -9820  1.62320E+00  1.53341E+00  7.33226E-01  2.29999E+00  5.22286E-02  1.19630E-01 -5.85764E-03  1.14667E-01  3.75772E-02  3.50741E-02  1.76498E-01 -1.23285E-02  2.21922E-02  1.34886E-02  1.43490E-01   -2369.10727154426
        -9819  1.61177E+00  1.59804E+00  7.20449E-01  2.38333E+00  5.41474E-02  1.79226E-01  7.72229E-03  1.26924E-01  4.95190E-02  4.76394E-02  1.68709E-01 -2.21293E-02  2.19715E-02  5.53710E-02  1.98331E-01   -2389.86070294269
        -9818  1.57554E+00  1.52914E+00  5.97215E-01  2.31578E+00  5.18629E-02  1.26031E-01  4.52759E-03  1.16323E-01  1.57857E-02  3.96996E-02  1.43714E-01 -3.53114E-02 -4.16861E-03  2.72366E-02  1.96328E-01   -2323.99868708269
